6.91	3.6251
1.36	2.7203
3.3	2.2923
2.96	1.5137
2.32	1.444
1.46	2.4293
5.51	3.0823
1.09	4.6338
3.78	4.9457
6.78	5.4897
3.29	5.3905
2.15	4.5182
3.25	3.4634
1.2	2.4366
4.23	1.5383
5.7	1.3598
3.82	1.6096
2.68	1.7423
3.1	3.2603
1.63	4.6774
5.78	5.0929
3.04	5.567
2.13	5.775
6.69	4.8131
6.05	4.3778
0.88	3.3019
0.78	2.0065
1.43	1.3892
1.15	1.4232
2.06	2.5223
2.81	3.0369
3.25	4.4207
3.08	4.7167
3.72	5.7712
1.79	5.8109
5.14	5.0911
3.85	3.2507
1.99	3.0854
3.14	2.2434
1.4	1.737
2.04	1.9758
1.97	2.0851
4.18	2.9664
1.48	3.4244
4.18	3.966
2.56	4.3119
5.29	3.4379
2.71	2.9369
6.47	2.6091
2.5	1.8035
0.59	1.8951
3	1.6633
2.65	1.4937
3.54	1.5685
1.57	2.8219
3.31	4.4157
3.34	5.3486
8.36	5.8472
3.41	5.4275
2.15	2.6609
6.91	3.6251
1.36	2.7203
3.3	2.2923
2.96	1.5137
2.32	1.444
1.46	2.4293
5.51	3.0823
1.09	4.6338
3.78	4.9457
6.78	5.4897
3.29	5.3905
2.15	4.5182
3.25	3.4634
1.2	2.4366
4.23	1.5383
5.7	1.3598
3.82	1.6096
2.68	1.7423
3.1	3.2603
1.63	4.6774
5.78	5.0929
3.04	5.567
2.13	5.775
6.69	4.8131
6.05	4.3778
0.88	3.3019
0.78	2.0065
1.43	1.3892
1.15	1.4232
2.06	2.5223
2.81	3.0369
3.25	4.4207
3.08	4.7167
3.72	5.7712
1.79	5.8109
5.14	5.0911
3.85	3.2507
1.99	3.0854
3.14	2.2434
1.4	1.737
2.04	1.9758
1.97	2.0851
4.18	2.9664
1.48	3.4244
4.18	3.966
2.56	4.3119
5.29	3.4379
2.71	2.9369
6.47	2.6091
2.5	1.8035
0.59	1.8951
3	1.6633
2.65	1.4937
3.54	1.5685
1.57	2.8219
3.31	4.4157
3.34	5.3486
8.36	5.8472
3.41	5.4275
2.15	2.6609
